date,close,close_timestamp,n_bars
2009-10-13,22.92,2009-10-13,390
2009-10-14,22.86,2009-10-14,390
2009-10-15,21.57,2009-10-15,390
2009-10-16,21.27,2009-10-16,390
2009-10-19,21.28,2009-10-19,390
2009-10-20,21.03,2009-10-20,390
2009-10-21,21.97,2009-10-21,390
2009-10-22,20.77,2009-10-22,390
2009-10-23,22.34,2009-10-23,390
2009-10-26,24.51,2009-10-26,390
2009-10-27,24.97,2009-10-27,390
2009-10-28,27.78,2009-10-28,390
2009-10-29,24.74,2009-10-29,390
2009-10-30,30.82,2009-10-30,390
2009-11-02,29.99,2009-11-02,390
2009-11-03,28.91,2009-11-03,390
2009-11-04,27.96,2009-11-04,390
2009-11-05,25.44,2009-11-05,390
2009-11-06,24.19,2009-11-06,390
2009-11-09,23.22,2009-11-09,349
2009-11-10,22.93,2009-11-10,390
2009-11-11,23.01,2009-11-11,390
2009-11-12,24.38,2009-11-12,390
2009-11-13,23.4,2009-11-13,390
2009-11-16,22.8,2009-11-16,390
2009-11-17,22.3,2009-11-17,390
2009-11-18,21.84,2009-11-18,390
2009-11-19,22.65,2009-11-19,390
2009-11-20,22.27,2009-11-20,388
2009-11-23,21.19,2009-11-23,390
2009-11-24,20.39,2009-11-24,390
2009-11-25,20.54,2009-11-25,390
2009-11-27,24.74,2009-11-27,279
2009-11-30,24.47,2009-11-30,390
2009-12-01,21.97,2009-12-01,390
2009-12-02,21.15,2009-12-02,390
2009-12-03,22.47,2009-12-03,390
2009-12-04,21.56,2009-12-04,390
2009-12-07,22.19,2009-12-07,390
2009-12-08,23.46,2009-12-08,390
2009-12-09,22.76,2009-12-09,390
2009-12-10,22.38,2009-12-10,390
2009-12-11,21.72,2009-12-11,390
2009-12-14,21.03,2009-12-14,390
2009-12-15,21.79,2009-12-15,390
2009-12-16,21.0,2009-12-16,390
2009-12-17,22.84,2009-12-17,390
2009-12-18,21.69,2009-12-18,390
2009-12-21,20.41,2009-12-21,390
2009-12-22,19.58,2009-12-22,390
2009-12-23,19.71,2009-12-23,390
2009-12-24,19.47,2009-12-24,292
2009-12-28,19.93,2009-12-28,390
2009-12-29,20.06,2009-12-29,390
2009-12-30,19.99,2009-12-30,390
2009-12-31,21.7,2009-12-31,390
2010-01-04,20.08,2010-01-04,390
2010-01-05,19.5,2010-01-05,390
2010-01-06,19.17,2010-01-06,390
2010-01-07,19.01,2010-01-07,390
2010-01-08,18.16,2010-01-08,390
2010-01-11,17.54,2010-01-11,390
2010-01-12,18.57,2010-01-12,390
2010-01-13,17.84,2010-01-13,390
2010-01-14,17.75,2010-01-14,390
2010-01-15,18.14,2010-01-15,390
2010-01-19,17.54,2010-01-19,390
2010-01-20,18.66,2010-01-20,390
2010-01-21,22.11,2010-01-21,390
2010-01-22,27.79,2010-01-22,390
2010-01-25,25.28,2010-01-25,390
2010-01-26,24.36,2010-01-26,390
2010-01-27,23.23,2010-01-27,390
2010-01-28,23.64,2010-01-28,390
2010-01-29,24.54,2010-01-29,390
2010-02-01,22.67,2010-02-01,390
2010-02-02,21.44,2010-02-02,390
2010-02-03,21.86,2010-02-03,390
2010-02-04,26.2,2010-02-04,390
2010-02-05,26.04,2010-02-05,390
2010-02-08,26.57,2010-02-08,390
2010-02-09,25.86,2010-02-09,390
2010-02-10,25.37,2010-02-10,390
2010-02-11,24.04,2010-02-11,390
2010-02-12,23.05,2010-02-12,390
2010-02-16,22.33,2010-02-16,390
2010-02-17,21.75,2010-02-17,390
2010-02-18,20.71,2010-02-18,390
2010-02-19,20.05,2010-02-19,390
2010-02-22,20.04,2010-02-22,390
2010-02-23,21.59,2010-02-23,390
2010-02-24,20.33,2010-02-24,390
2010-02-25,20.34,2010-02-25,390
2010-02-26,19.84,2010-02-26,390
2010-03-01,19.26,2010-03-01,390
2010-03-02,19.12,2010-03-02,390
2010-03-03,18.82,2010-03-03,390
2010-03-04,18.77,2010-03-04,390
2010-03-05,17.34,2010-03-05,390
2010-03-08,17.71,2010-03-08,390
2010-03-09,17.97,2010-03-09,390
2010-03-10,18.57,2010-03-10,390
2010-03-11,18.11,2010-03-11,390
2010-03-12,17.71,2010-03-12,390
2010-03-15,17.97,2010-03-15,390
2010-03-16,17.57,2010-03-16,390
2010-03-17,16.88,2010-03-17,389
2010-03-18,16.57,2010-03-18,390
2010-03-19,17.12,2010-03-19,390
2010-03-22,16.88,2010-03-22,390
2010-03-23,16.28,2010-03-23,390
2010-03-24,17.5,2010-03-24,390
2010-03-25,18.46,2010-03-25,390
2010-03-26,17.93,2010-03-26,390
2010-03-29,17.62,2010-03-29,390
2010-03-30,17.24,2010-03-30,390
2010-03-31,17.7,2010-03-31,390
2010-04-01,17.57,2010-04-01,390
2010-04-05,17.18,2010-04-05,390
2010-04-06,16.4,2010-04-06,390
2010-04-07,16.77,2010-04-07,390
2010-04-08,16.43,2010-04-08,390
2010-04-09,16.15,2010-04-09,390
2010-04-12,15.5,2010-04-12,390
2010-04-13,16.15,2010-04-13,390
2010-04-14,15.74,2010-04-14,390
2010-04-15,15.92,2010-04-15,390
2010-04-16,18.37,2010-04-16,390
2010-04-19,17.56,2010-04-19,390
2010-04-20,16.02,2010-04-20,390
2010-04-21,16.25,2010-04-21,389
2010-04-22,16.3,2010-04-22,390
2010-04-23,16.68,2010-04-23,390
2010-04-26,17.44,2010-04-26,390
2010-04-27,23.14,2010-04-27,390
2010-04-28,21.26,2010-04-28,390
2010-04-29,18.66,2010-04-29,390
2010-04-30,22.24,2010-04-30,390
2010-05-03,20.23,2010-05-03,390
2010-05-04,24.2,2010-05-04,390
2010-05-05,25.29,2010-05-05,390
2010-05-06,34.17,2010-05-06,389
2010-05-07,41.5,2010-05-07,389
2010-05-10,28.94,2010-05-10,390
2010-05-11,28.24,2010-05-11,390
2010-05-12,25.64,2010-05-12,390
2010-05-13,26.68,2010-05-13,390
2010-05-14,31.48,2010-05-14,390
2010-05-17,30.83,2010-05-17,390
2010-05-18,33.3,2010-05-18,390
2010-05-19,35.15,2010-05-19,390
2010-05-20,45.67,2010-05-20,390
2010-05-21,40.35,2010-05-21,390
2010-05-24,38.28,2010-05-24,390
2010-05-25,34.69,2010-05-25,390
2010-05-26,34.39,2010-05-26,390
2010-05-27,29.59,2010-05-27,390
2010-05-28,32.18,2010-05-28,390
2010-06-01,35.54,2010-06-01,390
2010-06-02,30.05,2010-06-02,390
2010-06-03,29.73,2010-06-03,390
2010-06-04,35.72,2010-06-04,390
2010-06-07,36.57,2010-06-07,390
2010-06-08,33.69,2010-06-08,390
2010-06-09,33.77,2010-06-09,390
2010-06-10,30.41,2010-06-10,390
2010-06-11,28.75,2010-06-11,390
2010-06-14,28.61,2010-06-14,390
2010-06-15,25.8,2010-06-15,390
2010-06-16,26.09,2010-06-16,390
2010-06-17,25.2,2010-06-17,390
2010-06-18,23.83,2010-06-18,390
2010-06-21,25.11,2010-06-21,390
2010-06-22,26.92,2010-06-22,390
2010-06-23,27.03,2010-06-23,390
2010-06-24,30.15,2010-06-24,390
2010-06-25,28.55,2010-06-25,390
2010-06-28,28.92,2010-06-28,390
2010-06-29,34.53,2010-06-29,390
2010-06-30,34.46,2010-06-30,390
2010-07-01,32.82,2010-07-01,390
2010-07-02,29.93,2010-07-02,390
2010-07-06,29.93,2010-07-06,390
2010-07-07,26.95,2010-07-07,390
2010-07-08,25.89,2010-07-08,390
2010-07-09,24.91,2010-07-09,390
2010-07-12,24.57,2010-07-12,390
2010-07-13,24.45,2010-07-13,390
2010-07-14,25.2,2010-07-14,390
2010-07-15,25.26,2010-07-15,390
2010-07-16,26.44,2010-07-16,390
2010-07-19,25.7,2010-07-19,390
2010-07-20,24.04,2010-07-20,390
2010-07-21,25.92,2010-07-21,389
2010-07-22,24.56,2010-07-22,390
2010-07-23,23.63,2010-07-23,390
2010-07-26,22.8,2010-07-26,390
2010-07-27,23.11,2010-07-27,390
2010-07-28,24.15,2010-07-28,390
2010-07-29,23.98,2010-07-29,390
2010-07-30,23.62,2010-07-30,390
2010-08-02,22.0,2010-08-02,390
2010-08-03,22.71,2010-08-03,390
2010-08-04,22.23,2010-08-04,390
2010-08-05,22.14,2010-08-05,390
2010-08-06,21.8,2010-08-06,390
2010-08-09,22.18,2010-08-09,390
2010-08-10,22.36,2010-08-10,390
2010-08-11,25.2,2010-08-11,390
2010-08-12,25.56,2010-08-12,390
2010-08-13,26.16,2010-08-13,390
2010-08-16,25.71,2010-08-16,390
2010-08-17,24.26,2010-08-17,390
2010-08-18,24.08,2010-08-18,390
2010-08-19,26.27,2010-08-19,390
2010-08-20,25.59,2010-08-20,390
2010-08-23,25.58,2010-08-23,390
2010-08-24,27.44,2010-08-24,390
2010-08-25,26.84,2010-08-25,390
2010-08-26,27.17,2010-08-26,390
2010-08-27,24.45,2010-08-27,390
2010-08-30,26.99,2010-08-30,390
2010-08-31,26.2,2010-08-31,390
2010-09-01,24.17,2010-09-01,390
2010-09-02,23.19,2010-09-02,390
2010-09-03,21.34,2010-09-03,390
2010-09-07,23.79,2010-09-07,390
2010-09-08,23.39,2010-09-08,390
2010-09-09,22.57,2010-09-09,390
2010-09-10,21.86,2010-09-10,390
2010-09-13,21.17,2010-09-13,390
2010-09-14,21.53,2010-09-14,390
2010-09-15,22.22,2010-09-15,389
2010-09-16,22.01,2010-09-16,390
2010-09-17,22.03,2010-09-17,390
2010-09-20,21.37,2010-09-20,390
2010-09-21,22.41,2010-09-21,390
2010-09-22,22.59,2010-09-22,390
2010-09-23,23.98,2010-09-23,390
2010-09-24,21.78,2010-09-24,390
2010-09-27,22.56,2010-09-27,390
2010-09-28,22.58,2010-09-28,390
2010-09-29,23.32,2010-09-29,390
2010-09-30,23.78,2010-09-30,390
2010-10-01,22.52,2010-10-01,390
2010-10-04,23.68,2010-10-04,390
2010-10-05,21.86,2010-10-05,390
2010-10-06,21.51,2010-10-06,390
2010-10-07,21.67,2010-10-07,390
2010-10-08,20.71,2010-10-08,390
2010-10-11,18.95,2010-10-11,390
2010-10-12,18.91,2010-10-12,390
2010-10-13,19.1,2010-10-13,390
2010-10-14,20.15,2010-10-14,390
2010-10-15,19.39,2010-10-15,390
2010-10-18,18.94,2010-10-18,390
2010-10-19,20.85,2010-10-19,390
2010-10-20,19.87,2010-10-20,390
2010-10-21,19.38,2010-10-21,390
2010-10-22,18.84,2010-10-22,390
2010-10-25,19.86,2010-10-25,390
2010-10-26,20.25,2010-10-26,390
2010-10-27,20.71,2010-10-27,390
2010-10-28,20.8,2010-10-28,390
2010-10-29,21.23,2010-10-29,390
2010-11-01,21.99,2010-11-01,390
2010-11-02,21.78,2010-11-02,390
2010-11-03,19.72,2010-11-03,390
2010-11-04,18.55,2010-11-04,390
2010-11-05,18.26,2010-11-05,390
2010-11-08,18.29,2010-11-08,390
2010-11-09,19.14,2010-11-09,390
2010-11-10,18.43,2010-11-10,390
2010-11-11,18.62,2010-11-11,390
2010-11-12,20.64,2010-11-12,390
2010-11-15,20.24,2010-11-15,390
2010-11-16,22.67,2010-11-16,390
2010-11-17,21.73,2010-11-17,390
2010-11-18,18.95,2010-11-18,390
2010-11-19,18.03,2010-11-19,390
2010-11-22,18.51,2010-11-22,390
2010-11-23,20.65,2010-11-23,390
2010-11-24,19.51,2010-11-24,390
2010-11-26,22.22,2010-11-26,224
2010-11-29,21.62,2010-11-29,390
2010-11-30,23.72,2010-11-30,390
2010-12-01,21.36,2010-12-01,390
2010-12-02,19.56,2010-12-02,390
2010-12-03,17.94,2010-12-03,390
2010-12-06,18.08,2010-12-06,390
2010-12-07,18.1,2010-12-07,390
2010-12-08,17.82,2010-12-08,390
2010-12-09,17.32,2010-12-09,390
2010-12-10,17.47,2010-12-10,390
2010-12-13,17.64,2010-12-13,390
2010-12-14,17.69,2010-12-14,390
2010-12-15,17.93,2010-12-15,390
2010-12-16,17.36,2010-12-16,390
2010-12-17,16.07,2010-12-17,390
2010-12-20,16.22,2010-12-20,390
2010-12-21,16.46,2010-12-21,390
2010-12-22,15.48,2010-12-22,390
2010-12-23,16.47,2010-12-23,390
2010-12-27,17.69,2010-12-27,390
2010-12-28,17.52,2010-12-28,390
2010-12-29,17.24,2010-12-29,390
2010-12-30,17.55,2010-12-30,390
2010-12-31,18.0,2010-12-31,390
2011-01-03,17.55,2011-01-03,390
2011-01-04,17.36,2011-01-04,390
2011-01-05,16.98,2011-01-05,390
2011-01-06,17.39,2011-01-06,390
2011-01-07,17.11,2011-01-07,390
2011-01-10,17.55,2011-01-10,390
2011-01-11,16.9,2011-01-11,390
2011-01-12,16.33,2011-01-12,390
2011-01-13,16.45,2011-01-13,390
2011-01-14,15.41,2011-01-14,390
2011-01-18,15.84,2011-01-18,390
2011-01-19,17.44,2011-01-19,390
2011-01-20,18.03,2011-01-20,390
2011-01-21,18.49,2011-01-21,390
2011-01-24,17.75,2011-01-24,390
2011-01-25,17.63,2011-01-25,390
2011-01-26,16.67,2011-01-26,390
2011-01-27,16.16,2011-01-27,390
2011-01-28,20.03,2011-01-28,390
2011-01-31,19.56,2011-01-31,374
2011-02-01,17.59,2011-02-01,390
2011-02-02,17.37,2011-02-02,390
2011-02-03,16.66,2011-02-03,390
2011-02-04,15.93,2011-02-04,390
2011-02-07,16.37,2011-02-07,389
2011-02-08,15.84,2011-02-08,389
2011-02-09,16.07,2011-02-09,390
2011-02-10,16.15,2011-02-10,390
2011-02-11,15.72,2011-02-11,390
2011-02-14,15.85,2011-02-14,390
2011-02-15,16.39,2011-02-15,390
2011-02-16,16.65,2011-02-16,390
2011-02-17,16.6,2011-02-17,390
2011-02-18,16.53,2011-02-18,390
2011-02-22,20.92,2011-02-22,390
2011-02-23,21.93,2011-02-23,390
2011-02-24,21.17,2011-02-24,390
2011-02-25,19.22,2011-02-25,390
2011-02-28,18.36,2011-02-28,390
2011-03-01,20.68,2011-03-01,390
2011-03-02,20.63,2011-03-02,390
2011-03-03,18.63,2011-03-03,390
2011-03-04,19.07,2011-03-04,390
2011-03-07,20.61,2011-03-07,390
2011-03-08,19.66,2011-03-08,390
2011-03-09,19.92,2011-03-09,390
2011-03-10,21.87,2011-03-10,390
2011-03-11,20.37,2011-03-11,390
2011-03-14,21.16,2011-03-14,390
2011-03-15,24.25,2011-03-15,390
2011-03-16,29.36,2011-03-16,390
2011-03-17,26.71,2011-03-17,390
2011-03-18,24.48,2011-03-18,390
2011-03-21,20.57,2011-03-21,390
2011-03-22,20.13,2011-03-22,390
2011-03-23,19.12,2011-03-23,390
2011-03-24,18.05,2011-03-24,390
2011-03-25,17.95,2011-03-25,390
2011-03-28,19.02,2011-03-28,390
2011-03-29,18.38,2011-03-29,390
2011-03-30,17.72,2011-03-30,390
2011-03-31,17.79,2011-03-31,390
2011-04-01,17.53,2011-04-01,390
2011-04-04,17.68,2011-04-04,390
2011-04-05,17.18,2011-04-05,390
2011-04-06,16.67,2011-04-06,390
2011-04-07,17.09,2011-04-07,390
2011-04-08,17.85,2011-04-08,390
2011-04-11,16.47,2011-04-11,390
2011-04-12,17.25,2011-04-12,390
2011-04-13,16.83,2011-04-13,390
2011-04-14,16.1,2011-04-14,390
2011-04-15,15.61,2011-04-15,390
2011-04-18,17.0,2011-04-18,390
2011-04-19,15.85,2011-04-19,390
2011-04-20,15.1,2011-04-20,389
2011-04-21,14.55,2011-04-21,390
2011-04-25,15.72,2011-04-25,390
2011-04-26,15.56,2011-04-26,390
2011-04-27,15.3,2011-04-27,390
2011-04-28,14.38,2011-04-28,390
2011-04-29,14.84,2011-04-29,390
2011-05-02,15.95,2011-05-02,390
2011-05-03,16.72,2011-05-03,390
2011-05-04,17.12,2011-05-04,390
2011-05-05,18.48,2011-05-05,390
2011-05-06,18.51,2011-05-06,390
2011-05-09,17.17,2011-05-09,390
2011-05-10,15.93,2011-05-10,390
2011-05-11,16.9,2011-05-11,389
2011-05-12,16.09,2011-05-12,390
2011-05-13,17.01,2011-05-13,390
2011-05-16,18.02,2011-05-16,390
2011-05-17,17.6,2011-05-17,390
2011-05-18,16.23,2011-05-18,389
2011-05-19,15.62,2011-05-19,390
2011-05-20,17.15,2011-05-20,390
2011-05-23,17.94,2011-05-23,390
2011-05-24,17.81,2011-05-24,390
2011-05-25,17.0,2011-05-25,390
2011-05-26,16.21,2011-05-26,390
2011-05-27,16.04,2011-05-27,390
2011-05-31,15.47,2011-05-31,390
2011-06-01,18.45,2011-06-01,390
2011-06-02,18.16,2011-06-02,390
2011-06-03,17.94,2011-06-03,390
2011-06-06,18.51,2011-06-06,390
2011-06-07,18.45,2011-06-07,390
2011-06-08,18.77,2011-06-08,390
2011-06-09,17.71,2011-06-09,390
2011-06-10,18.97,2011-06-10,390
2011-06-13,19.6,2011-06-13,390
2011-06-14,18.32,2011-06-14,390
2011-06-15,21.34,2011-06-15,389
2011-06-16,22.88,2011-06-16,390
2011-06-17,21.75,2011-06-17,390
2011-06-20,20.05,2011-06-20,390
2011-06-21,18.68,2011-06-21,390
2011-06-22,18.49,2011-06-22,390
2011-06-23,19.35,2011-06-23,390
2011-06-24,21.11,2011-06-24,390
2011-06-27,20.7,2011-06-27,390
2011-06-28,19.23,2011-06-28,390
2011-06-29,17.21,2011-06-29,390
2011-06-30,16.45,2011-06-30,390
2011-07-01,15.92,2011-07-01,390
2011-07-05,16.22,2011-07-05,390
2011-07-06,16.35,2011-07-06,390
2011-07-07,16.02,2011-07-07,390
2011-07-08,16.02,2011-07-08,390
2011-07-11,18.76,2011-07-11,390
2011-07-12,20.03,2011-07-12,390
2011-07-13,19.88,2011-07-13,390
2011-07-14,21.08,2011-07-14,390
2011-07-15,19.57,2011-07-15,390
2011-07-18,21.06,2011-07-18,390
2011-07-19,19.17,2011-07-19,390
2011-07-20,19.13,2011-07-20,390
2011-07-21,17.75,2011-07-21,390
2011-07-22,17.4,2011-07-22,390
2011-07-25,19.39,2011-07-25,390
2011-07-26,20.05,2011-07-26,390
2011-07-27,23.03,2011-07-27,390
2011-07-28,23.73,2011-07-28,390
2011-07-29,25.94,2011-07-29,390
2011-08-01,23.46,2011-08-01,390
2011-08-02,24.63,2011-08-02,390
2011-08-03,23.45,2011-08-03,390
2011-08-04,31.89,2011-08-04,390
2011-08-05,32.9,2011-08-05,387
2011-08-08,46.36,2011-08-08,387
2011-08-09,35.05,2011-08-09,390
2011-08-10,43.63,2011-08-10,390
2011-08-11,39.54,2011-08-11,390
2011-08-12,36.78,2011-08-12,390
2011-08-15,31.88,2011-08-15,390
2011-08-16,33.13,2011-08-16,390
2011-08-17,31.47,2011-08-17,390
2011-08-18,43.7,2011-08-18,390
2011-08-19,43.8,2011-08-19,390
2011-08-22,42.46,2011-08-22,390
2011-08-23,36.14,2011-08-23,390
2011-08-24,35.36,2011-08-24,390
2011-08-25,40.0,2011-08-25,390
2011-08-26,35.77,2011-08-26,390
2011-08-29,32.27,2011-08-29,390
2011-08-30,32.35,2011-08-30,390
2011-08-31,31.79,2011-08-31,390
2011-09-01,31.81,2011-09-01,390
2011-09-02,33.69,2011-09-02,390
2011-09-06,37.09,2011-09-06,389
2011-09-07,33.46,2011-09-07,390
2011-09-08,34.25,2011-09-08,390
2011-09-09,39.4,2011-09-09,390
2011-09-12,38.95,2011-09-12,390
2011-09-13,37.13,2011-09-13,390
2011-09-14,34.64,2011-09-14,390
2011-09-15,32.05,2011-09-15,390
2011-09-16,31.2,2011-09-16,390
2011-09-19,32.83,2011-09-19,390
2011-09-20,32.78,2011-09-20,390
2011-09-21,37.12,2011-09-21,390
2011-09-22,42.06,2011-09-22,390
2011-09-23,41.83,2011-09-23,390
2011-09-26,39.24,2011-09-26,390
2011-09-27,37.92,2011-09-27,390
2011-09-28,41.15,2011-09-28,390
2011-09-29,39.03,2011-09-29,390
2011-09-30,41.93,2011-09-30,390
2011-10-03,44.91,2011-10-03,390
2011-10-04,40.37,2011-10-04,390
2011-10-05,37.57,2011-10-05,390
2011-10-06,36.26,2011-10-06,386
2011-10-07,36.46,2011-10-07,390
2011-10-10,33.06,2011-10-10,390
2011-10-11,32.8,2011-10-11,390
2011-10-12,30.99,2011-10-12,390
2011-10-13,30.76,2011-10-13,390
2011-10-14,28.12,2011-10-14,390
2011-10-17,32.8,2011-10-17,390
2011-10-18,31.65,2011-10-18,390
2011-10-19,34.79,2011-10-19,390
2011-10-20,34.75,2011-10-20,390
2011-10-21,31.53,2011-10-21,390
2011-10-24,28.88,2011-10-24,390
2011-10-25,32.09,2011-10-25,390
2011-10-26,29.91,2011-10-26,390
2011-10-27,25.62,2011-10-27,390
2011-10-28,24.51,2011-10-28,390
2011-10-31,29.73,2011-10-31,390
2011-11-01,35.52,2011-11-01,390
2011-11-02,32.87,2011-11-02,390
2011-11-03,30.41,2011-11-03,390
2011-11-04,30.29,2011-11-04,390
2011-11-07,29.94,2011-11-07,390
2011-11-08,27.53,2011-11-08,390
2011-11-09,36.27,2011-11-09,390
2011-11-10,32.8,2011-11-10,390
2011-11-11,29.98,2011-11-11,390
2011-11-14,31.43,2011-11-14,390
2011-11-15,31.14,2011-11-15,390
2011-11-16,33.2,2011-11-16,389
2011-11-17,34.7,2011-11-17,390
2011-11-18,31.99,2011-11-18,390
2011-11-21,33.01,2011-11-21,390
2011-11-22,31.93,2011-11-22,390
2011-11-23,33.92,2011-11-23,390
2011-11-25,34.47,2011-11-25,225
2011-11-28,31.77,2011-11-28,386
2011-11-29,30.79,2011-11-29,390
2011-11-30,27.81,2011-11-30,390
2011-12-01,27.48,2011-12-01,390
2011-12-02,27.6,2011-12-02,390
2011-12-05,27.78,2011-12-05,390
2011-12-06,27.99,2011-12-06,390
2011-12-07,28.86,2011-12-07,390
2011-12-08,30.69,2011-12-08,390
2011-12-09,26.47,2011-12-09,390
2011-12-12,25.93,2011-12-12,390
2011-12-13,25.62,2011-12-13,390
2011-12-14,26.12,2011-12-14,390
2011-12-15,25.17,2011-12-15,381
2011-12-16,24.33,2011-12-16,390
2011-12-19,25.04,2011-12-19,390
2011-12-20,23.03,2011-12-20,390
2011-12-21,21.4,2011-12-21,390
2011-12-22,21.15,2011-12-22,390
2011-12-23,20.8,2011-12-23,390
2011-12-27,21.92,2011-12-27,390
2011-12-28,23.42,2011-12-28,390
2011-12-29,22.67,2011-12-29,390
2011-12-30,23.38,2011-12-30,390
2012-01-03,22.96,2012-01-03,390
2012-01-04,22.26,2012-01-04,390
2012-01-05,21.38,2012-01-05,390
2012-01-06,20.64,2012-01-06,390
2012-01-09,21.07,2012-01-09,390
2012-01-10,20.65,2012-01-10,389
2012-01-11,21.07,2012-01-11,390
2012-01-12,20.51,2012-01-12,390
2012-01-13,21.06,2012-01-13,390
2012-01-17,22.22,2012-01-17,390
2012-01-18,20.79,2012-01-18,390
2012-01-19,19.99,2012-01-19,390
2012-01-20,18.24,2012-01-20,390
2012-01-23,18.61,2012-01-23,390
2012-01-24,19.0,2012-01-24,390
2012-01-25,18.27,2012-01-25,390
2012-01-26,18.63,2012-01-26,390
2012-01-27,18.38,2012-01-27,390
2012-01-30,19.45,2012-01-30,390
2012-01-31,18.71,2012-01-31,390
2012-02-01,18.57,2012-02-01,390
2012-02-02,18.0,2012-02-02,390
2012-02-03,17.11,2012-02-03,389
2012-02-06,17.78,2012-02-06,390
2012-02-07,17.66,2012-02-07,390
2012-02-08,18.16,2012-02-08,390
2012-02-09,18.54,2012-02-09,390
2012-02-10,20.78,2012-02-10,390
2012-02-13,19.11,2012-02-13,390
2012-02-14,19.59,2012-02-14,390
2012-02-15,21.33,2012-02-15,390
2012-02-16,19.31,2012-02-16,390
2012-02-17,17.81,2012-02-17,390
2012-02-21,18.22,2012-02-21,390
2012-02-22,18.15,2012-02-22,390
2012-02-23,16.87,2012-02-23,390
2012-02-24,17.29,2012-02-24,390
2012-02-27,18.15,2012-02-27,390
2012-02-28,17.96,2012-02-28,390
2012-02-29,17.96,2012-02-29,390
2012-03-01,17.36,2012-03-01,390
2012-03-02,17.22,2012-03-02,390
2012-03-05,18.04,2012-03-05,390
2012-03-06,20.91,2012-03-06,390
2012-03-07,19.33,2012-03-07,390
2012-03-08,18.02,2012-03-08,390
2012-03-09,17.23,2012-03-09,390
2012-03-12,15.75,2012-03-12,390
2012-03-13,14.74,2012-03-13,390
2012-03-14,15.37,2012-03-14,390
2012-03-15,15.43,2012-03-15,390
2012-03-16,13.68,2012-03-16,390
2012-03-19,14.8,2012-03-19,390
2012-03-20,15.59,2012-03-20,390
2012-03-21,15.11,2012-03-21,390
2012-03-22,15.74,2012-03-22,390
2012-03-23,14.96,2012-03-23,390
2012-03-26,14.5,2012-03-26,390
2012-03-27,15.56,2012-03-27,390
2012-03-28,15.56,2012-03-28,390
2012-03-29,15.47,2012-03-29,390
2012-03-30,15.56,2012-03-30,390
2012-04-02,15.6,2012-04-02,390
2012-04-03,15.73,2012-04-03,390
2012-04-04,16.44,2012-04-04,390
2012-04-05,16.68,2012-04-05,390
2012-04-09,18.51,2012-04-09,390
2012-04-10,20.84,2012-04-10,390
2012-04-11,20.02,2012-04-11,390
2012-04-12,17.62,2012-04-12,390
2012-04-13,19.48,2012-04-13,390
2012-04-16,19.71,2012-04-16,390
2012-04-17,18.31,2012-04-17,390
2012-04-18,18.41,2012-04-18,389
2012-04-19,18.44,2012-04-19,390
2012-04-20,17.59,2012-04-20,390
2012-04-23,19.07,2012-04-23,390
2012-04-24,18.26,2012-04-24,390
2012-04-25,16.86,2012-04-25,390
2012-04-26,16.25,2012-04-26,390
2012-04-27,16.37,2012-04-27,390
2012-04-30,17.15,2012-04-30,390
2012-05-01,16.57,2012-05-01,390
2012-05-02,16.8,2012-05-02,390
2012-05-03,17.5,2012-05-03,390
2012-05-04,18.93,2012-05-04,390
2012-05-07,18.98,2012-05-07,390
2012-05-08,18.11,2012-05-08,390
2012-05-09,20.14,2012-05-09,390
2012-05-10,19.12,2012-05-10,390
2012-05-11,19.85,2012-05-11,390
2012-05-14,21.73,2012-05-14,390
2012-05-15,21.9,2012-05-15,390
2012-05-16,22.34,2012-05-16,390
2012-05-17,24.22,2012-05-17,390
2012-05-18,25.04,2012-05-18,390
2012-05-21,22.03,2012-05-21,390
2012-05-22,22.37,2012-05-22,387
2012-05-23,22.3,2012-05-23,390
2012-05-24,21.7,2012-05-24,390
2012-05-25,21.3,2012-05-25,390
2012-05-29,21.26,2012-05-29,390
2012-05-30,23.55,2012-05-30,390
2012-05-31,23.81,2012-05-31,390
2012-06-01,26.53,2012-06-01,390
2012-06-04,26.05,2012-06-04,386
2012-06-05,24.87,2012-06-05,390
2012-06-06,22.26,2012-06-06,390
2012-06-07,21.71,2012-06-07,390
2012-06-08,21.56,2012-06-08,390
2012-06-11,23.16,2012-06-11,390
2012-06-12,22.25,2012-06-12,390
2012-06-13,24.26,2012-06-13,390
2012-06-14,22.08,2012-06-14,390
2012-06-15,21.19,2012-06-15,387
2012-06-18,18.5,2012-06-18,390
2012-06-19,18.41,2012-06-19,390
2012-06-20,17.22,2012-06-20,390
2012-06-21,20.21,2012-06-21,390
2012-06-22,18.22,2012-06-22,390
2012-06-25,20.18,2012-06-25,390
2012-06-26,19.72,2012-06-26,390
2012-06-27,19.66,2012-06-27,390
2012-06-28,19.86,2012-06-28,390
2012-06-29,16.87,2012-06-29,390
2012-07-02,16.84,2012-07-02,390
2012-07-03,16.66,2012-07-03,298
2012-07-05,17.55,2012-07-05,390
2012-07-06,17.14,2012-07-06,390
2012-07-09,18.13,2012-07-09,390
2012-07-10,18.77,2012-07-10,390
2012-07-11,18.05,2012-07-11,390
2012-07-12,18.23,2012-07-12,390
2012-07-13,16.7,2012-07-13,390
2012-07-16,17.09,2012-07-16,390
2012-07-17,16.54,2012-07-17,390
2012-07-18,15.82,2012-07-18,390
2012-07-19,15.81,2012-07-19,390
2012-07-20,16.17,2012-07-20,390
